,고객ID,거주지,cluster,A_상반기_가구/인테리어_변화,B_상반기_가구/인테리어_변화,A_상반기_디지털/가전_변화,B_상반기_디지털/가전_변화,A_상반기_생활/건강_변화,B_상반기_생활/건강_변화,A_상반기_스포츠/레저_변화,B_상반기_스포츠/레저_변화,A_상반기_식품_변화,B_상반기_식품_변화,A_상반기_패션의류_변화,B_상반기_패션의류_변화,A_상반기_패션잡화_변화,B_상반기_패션잡화_변화,A_상반기_화장품/미용_변화,B_상반기_화장품/미용_변화,A_하반기_가구/인테리어_변화,B_하반기_가구/인테리어_변화,A_하반기_디지털/가전_변화,B_하반기_디지털/가전_변화,A_하반기_생활/건강_변화,B_하반기_생활/건강_변화,A_하반기_스포츠/레저_변화,B_하반기_스포츠/레저_변화,A_하반기_식품_변화,B_하반기_식품_변화,A_하반기_패션의류_변화,B_하반기_패션의류_변화,A_하반기_패션잡화_변화,B_하반기_패션잡화_변화,A_하반기_화장품/미용_변화,B_하반기_화장품/미용_변화,구매감소
12432,14843,서울시,2,0,0,0,0,0,0,0,0,0,0,-14.0625,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,-50.21770682,0,0,0,0,0,FALSE
12433,14845,경기도,4,-100,0,0,0,0,114.657807,0,-100,16.66666667,25.83596962,0,-93.48934893,-94.06779661,-38.23529412,0,-76.23031496,0,369,0,0,-100,-40.07631282,-100,5,-72.79792746,82.27891176,-100,-75.21337947,-100,-88.50364964,0,-55.38716082,FALSE
12434,14846,세종시,4,0,0,0,0,0,-32.9787234,0,-20.04050633,0,-91.15385503,0,124.56,0,-53.33333333,0,-21.51898734,0,0,0,0,0,411.4285714,0,0,0,-76.66971279,0,-88.83517888,0,0,0,-100,FALSE
12435,14847,전라북도,2,278.3925234,0,-100,0,290.2383975,225.8036984,-58.27142777,-100,-0.315571745,-98.89233071,112.3760278,0,-23.16736305,0,-63.53456956,-100,-77.80538922,0,-100,0,-62.14856732,0,-66.66602428,0,-61.94255112,0,-45.71663687,-72,-62.59679144,0,-22.03074608,0,TRUE
12436,14848,인천시,6,0,252.6080477,0,0,0,16.14915572,0,66.6,-100,-57.12001941,0,36.69990934,0,11.45091816,107.8125,8.907194042,0,301.969697,0,0,0,8.710367633,0,-98.28125,0,-3.420623464,0,41.12689394,0,81.06696572,0,-26.72553018,FALSE
12437,14849,대전시,0,0,-70.26748971,0,0,0,-21.74251497,0,-42.37106918,0,-35.37049447,52.56410256,-55.05732484,0,-80.05755396,0,-8.40112202,0,0,0,0,0,-64.70160727,0,-100,0,19.65693783,0,-64.46636771,0,-9,0,-76.9,FALSE
12438,14850,울산시,3,-96.18102575,0,-100,0,-67.80864729,-81.37290783,0,0,-36.91014845,-69.51341474,-25.19091924,0,-76.7391935,0,-86.79928759,-100,-81.71608146,-100,-43.03850156,0,-67.72805402,-6.306146572,-98.54969514,0,-43.314987,113.8084178,-20.98377207,0,76.42633229,0,-68.14414642,0,TRUE
12439,14851,서울시,1,-53.0348992,0,-100,0,589.6929134,0,-66.69036241,0,-35.74225029,0,-14.01970717,0,-85.15750541,0,16.74023351,0,-90.28775974,0,-36.68933609,0,379.4285812,0,71.23601772,0,-10.43661972,0,41.3370338,0,37.43067032,0,0,0,FALSE
12440,14852,서울시,0,-100,0,0,0,797.4069596,0,-2.645236816,0,-30.97954725,0,-9.164504309,0,-53.80418337,0,20.99381196,0,-100,0,-43.82190348,0,97.49003293,0,-53.44387351,0,4.219721443,0,-13.98047776,0,-31.57189413,0,91.30285036,0,FALSE
12441,14853,부산시,1,-100,0,0,0,0,324.4680851,-71.17463617,0,-16.34057627,-36.61354365,10.78714982,0,0,0,-76.82362775,-40.03875969,0,0,-81.94512195,0,-100,-32.03053435,-43.32406471,0,-68.43293998,2.983112028,-88.784555,0,-90.4787187,0,-60.71864164,-0.078864353,TRUE
12442,14854,경상북도,1,0,0,0,0,0,-100,-100,0,1265,-100,-100,0,69.65277778,0,0,-100,0,0,0,0,0,0,-75.40498681,0,0,0,9.327956989,0,0,0,-100,0,FALSE
12443,14855,부산시,3,-100,0,0,0,259.3416592,0,14.38811811,0,70.47394276,0,43.79904283,0,26.67546114,0,242.9184202,0,0,0,-100,0,-87.91312092,0,-90.55831951,0,-50.08279669,-59.53843404,-79.23570702,0,-79.15148787,0,-61.54628688,0,FALSE
12444,14856,대전시,0,0,-100,0,0,0,1.958629606,0,9080,0,-36.84691613,0,-95.25921486,0,-74.23529412,0,-76.56670747,0,-89.19000757,0,0,0,-15.72668975,0,0,0,-40.22137698,0,-72.97674419,0,-100,0,183.5,TRUE
12445,14857,경상북도,4,0,-83.5016835,0,0,0,-69.1296729,0,826.625,0,2.988181044,0,803.4375,0,-56.12751609,0,-45.71064408,0,136.025641,0,0,0,94.37880919,0,-29.12688172,0,114.8628308,0,22.18181818,0,-51.56119081,0,-32.11357566,TRUE
12446,14858,서울시,2,0,0,0,0,0,85.42553191,0,0,0,0,0,40.70707071,0,0,-100,-74.33333333,0,0,0,0,0,0,0,0,300.4,0,0,0,0,0,0,0,FALSE
12447,14859,경기도,3,0,0,0,0,0,0,0,0,-100,1071.242954,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
12448,14860,경상남도,2,0,0,0,0,0,0,0,0,0,0,1811.739691,0,0,0,0,0,0,0,0,0,-18.59259259,141.1585366,10.6,0,1245.175,-78.00210571,70.20724466,0,214.25,0,149.9959904,-22.22222222,FALSE
12449,14862,경기도,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
12450,14865,충청남도,0,0,0,0,0,0,-100,0,0,0,-100,0,0,0,0,0,-100,0,-100,0,0,0,0,0,0,0,-100,-100,0,0,0,0,0,FALSE
12451,14868,서울시,1,0,0,-100,0,-85.02696225,37.20239688,0,0,-21.24453492,-77.24424053,-63.7521852,-87.67494357,-72.14034864,0,-1.745899451,-75.36,0,0,0,0,-11.36824061,-65.43680666,0,-100,39.7059341,-51.34045077,47.30434783,-70,-96.6327834,0,14.4877765,0,FALSE
12452,14869,경상남도,1,0,0,0,-100,-94.59720972,184.0395619,-100,0,-78.78212802,-24.48163687,-9.050724638,209.5238095,-94.44477103,-100,144.1700904,0,0,0,0,0,147.291866,-49.09982306,0,0,33.89135622,-41.00123869,31.31153609,34.74178404,-92.33784483,0,182.2657658,-100,FALSE
12453,14870,전라북도,5,0,0,0,0,0,-40.4534118,0,2855.555556,0,-12.95135073,-100,0,0,-29.08196721,0,-43.05361305,0,-83.27935223,0,0,0,-34.75164227,-100,-100,0,-34.20779751,-100,-86.89547582,-85.45706371,-34.05263158,0,-70.14265335,TRUE
12454,14872,전라북도,5,0,0,0,0,0,696.7388688,0,-66.68965517,0,385.5627209,0,0,0,778.0096618,0,-49.53191489,0,51.87690355,0,0,0,29.82713329,-100,-53.87179487,0,60.52429371,0,29.87041037,0,209.1666667,0,-49.72633136,FALSE
12455,14873,울산시,3,-100,0,0,0,-95.05909516,-83.43383835,-80.1669878,0,-20.49843717,-50.36066535,-79.13621046,883.6842105,-96.65714929,-94.00961538,-31.4305734,-42.00869565,0,0,0,0,-87.75667607,-91.42741281,0,-68.88888889,-60.18676347,-83.97859451,-70.56321802,-78.51724138,-84.7335677,0,-55.51823041,-92.60042283,TRUE
12456,14874,충청북도,3,0,0,0,0,0,-36.93844924,0,-55.49372484,0,-13.45807011,0,988.5897436,0,1.353871099,0,-16.96308725,0,59.01234568,0,0,0,-20.62877713,0,-6.960431655,0,-35.65827826,0,-37.07161125,0,-40.22222222,0,-28.29014582,FALSE
12457,14876,서울시,6,0,-88.85941645,0,-100,-61.42708333,-35.38635798,-100,0,0,-30.87532111,-32.43321532,-53.86363636,400.5,285.2713178,0,-47.31875719,0,-100,0,0,0,-73.76420632,0,-88.33333333,0,-23.4267347,-100,687.1818182,-79.02356902,775,0,-85.58006839,TRUE
12458,14878,대구시,3,-99.49321492,0,-80.69884971,0,-71.31873539,0,-91.5018415,0,-56.37673121,0,32.40018103,0,218.4976135,0,-19.21202174,0,-56.10345813,0,-78.84970647,0,31.82541861,0,211.1976961,0,70.31254991,0,34.87436776,0,15.31821976,0,137.9744396,0,FALSE
12459,14879,서울시,5,0,0,0,257.6225045,0,89.70099573,0,-43.05769231,-100,-38.94569036,-63.73617332,-31.56731608,-12.73222517,-24.68,182.5228833,-4.503380917,0,-43.25654041,0,0,0,-42.64664319,0,111.0361842,-85.16556291,-65.6848812,-100,-97.25421611,0,-80.25046574,-22.84829721,-29.37022042,TRUE
12460,14880,대전시,6,-81.4309429,0,-100,0,-21.91853073,0,-13.35857089,0,-43.55900479,0,-79.83639176,0,-75.68480175,0,-64.39527288,0,-76.97205262,0,0,0,-42.86974632,0,-4.476406763,0,15.50483066,0,25.47262343,0,-65.37631922,0,-21.59786443,0,TRUE
12461,14881,전라북도,2,0,-69.94007989,-100,0,0,-69.6531521,-61.59144893,-100,-70.50305199,-83.27490685,-32.11783661,-100,-81.4093905,-100,-57.78045838,-61.48867314,0,24.96296296,-74.24528302,0,541,-66.41760874,-85.24023258,0,26,-62.07748237,72.62811252,0,-6.629230048,-100,33.49249302,-45.65684755,FALSE
12462,14882,경기도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,222,0,0,0,FALSE
12463,14883,경기도,1,676.6547119,0,-100,0,0,16.38814571,-73.32716435,0,-52.03886106,46.27673198,-77.24477094,0,81.64582674,138,85.49441786,40,181.975421,0,-74.61538462,0,-47.72305699,-90.20802602,-35.83826123,-100,-40.97109154,-40.76118501,-55.73301022,-52.05506118,7.421114326,-55.83661417,174.0494227,0,TRUE
12464,14885,인천시,4,0,0,0,-100,0,12015.25,0,-100,193.8205128,67.52260393,0,0,52.91666667,-68.28125,0,51.3153527,0,0,0,0,0,-49.93055556,0,-30,0,-11.57234225,0,0,0,87.56906077,0,-41.58715735,FALSE
12465,14886,서울시,6,0,0,0,0,0,-60.64962726,0,0,0,-50.23599861,0,-100,0,0,0,-85.51724138,0,0,0,0,0,4.57957958,0,0,0,-23.48663814,0,-100,0,-100,0,165.1515152,FALSE
12466,14888,경기도,0,0,0,0,0,0,0,-100,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.8696782,0,0,0,0,0,TRUE
12467,14889,경기도,1,0,0,51.87450146,0,108.5938233,0,-75.86583463,0,24.14598181,0,-55.55212716,0,-32.04222011,0,3358.583333,0,0,0,-32.22265778,0,465.5906198,0,0,0,-5.814246283,0,211.8384412,0,-93.80839666,-100,58.94117647,0,FALSE
12468,14890,충청북도,5,0,-41.95551257,0,-100,0,-56.34863343,0,0,0,-47.28620648,0,16.5388828,0,-89.2,0,-74.7528066,0,0,0,0,0,-70.07189676,0,0,0,-45.79631028,0,95.33333333,0,-42.10526316,0,-35.37532113,TRUE
12469,14891,부산시,3,0,0,0,0,0,-33.77886179,0,0,0,-4.874229845,-90.23943662,0,-25.45026985,0,-100,-85.88079285,0,-100,0,0,0,-89.8016119,-33.67283951,0,504.8,-95.79606256,0,0,685.7364341,0,0,0,TRUE
12470,14892,강원도,2,0,0,0,0,0,146.056338,0,0,0,-17.48370643,0,0,0,0,0,0,0,0,0,0,0,11.80067002,0,0,0,-74.13466253,0,0,0,0,0,-100,TRUE
12471,14893,서울시,3,0,0,0,0,-46.22547389,0,-93.99269518,0,-72.91185199,0,-98.53282918,0,-85.84802824,0,-91.23904925,0,0,0,0,0,4771.463867,0,258.0807399,0,184.2777717,0,-52.81036607,0,195.2303366,0,-82.99744546,0,TRUE
12472,14894,경기도,3,0,0,-100,0,-80.90542099,0,213.0013705,0,29.51235387,0,-43.35746992,0,-94.04649405,0,14.32046708,0,636.6401415,0,-33.33333333,0,214.6283096,0,-8.277153558,0,-31.31564755,2160.363636,-34.27921911,0,105.0770805,0,-55.73422204,0,FALSE
12473,14895,경기도,2,0,-100,0,0,0,-19.79658696,0,-11.91666667,0,-15.23936904,0,869.3220339,0,-6.825938567,0,-30.13207547,0,0,0,0,0,-45.18494284,0,114.233871,-100,4.064545516,-100,-56.6075559,0,183.7144993,0,-90.69760101,FALSE
12474,14896,서울시,0,0,0,0,0,0,69.41550191,0,0,-100,-32.36493388,0,173.875,0,-66.32911392,0,-46.37211188,0,0,0,0,0,-33.97193411,0,0,140,-32.43345774,354.9584394,-22.51572327,0,0,0,0,FALSE
12475,14897,경기도,2,0,-100,0,0,0,0,-63.0279432,0,-97.24441833,-58.11744966,-100,-100,0,0,0,-96.48148148,0,0,0,0,0,0,85.10908074,0,133.9473684,-78.22878229,28.45360825,0,0,0,0,0,TRUE
12476,14900,부산시,4,0,0,0,0,0,0,-89.77187029,0,-100,-7.79064094,0,0,0,0,0,0,0,0,0,0,5.15728258,0,-87.09556057,0,33.06445672,0,0,0,0,0,0,0,FALSE
12477,14901,인천시,1,0,-81.20805369,0,0,-100,-19.99603518,0,202.9833333,-100,0.339881652,0,-32.05882353,0,-79.71186441,0,125.8656036,0,133.1561181,0,0,0,180.1845863,0,-41.69379845,0,-11.11430826,0,-54.99328859,0,-80.9140625,0,40.47492625,FALSE
12478,14903,부산시,2,-61.5629663,0,580.7729636,0,5.104270109,0,-48.28389475,0,-50.44236534,0,-76.31563172,0,-46.09444958,0,69.38134076,0,-99.60325983,0,-100,0,-100,0,-84.88156671,0,-76.83388832,0,-53.54748527,0,-78.80745076,0,-79.44073162,0,TRUE
12479,14905,서울시,0,0,0,0,0,0,0,-50.544157,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,-87.01296379,0,0,0,247.3333333,0,0,0,0,0,TRUE
12480,14906,서울시,1,-100,0,0,0,-73.75382374,0,-31.54656205,0,-29.33908046,763.5341085,-28.62151602,-100,-73.79310345,0,-74.85254692,0,-97.1219735,0,0,0,-73.54077253,0,62.22306814,0,-22.40410637,1690.061151,-60.34113816,0,-3.261381726,-100,-82.0233463,0,FALSE
12481,14907,경기도,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83283493,0,0,0,0,0,0,TRUE
12482,14909,서울시,3,0,346.04,-100,0,-100,-58.29490357,-100,-95.45126354,-89.07172996,-69.60295295,-100,-45.11601796,-1.392301392,-94.65286236,-100,-48.20160367,0,-44.03402187,0,0,-100,50.79441681,0,83.7260274,-76.65526007,-50.59689313,116.3696533,-82.56633657,0,-72.22222222,-11.83333333,-45.72687225,TRUE
12483,14910,서울시,6,0,-100,0,0,-100,-25.38316914,57.23421263,-100,-17.06779661,-20.33351291,219.0384615,0,0,-12.68617021,0,36.31007752,0,0,0,0,0,-5.648623425,0,0,0,-24.85871019,-100,0,0,-95.28619529,0,734.4,FALSE
12484,14911,전라북도,0,0,0,0,-100,0,-47.04230769,0,-100,0,-32.58656638,0,-59.69858156,0,164.1333333,0,-77.37520799,0,0,0,0,0,86.34530251,0,0,0,-35.51407909,0,118.3023256,0,-33.24545455,0,-25.75483871,FALSE
12485,14912,경기도,3,0,0,0,0,-26.37468031,0,-6.601123596,0,-35.87132149,0,-90.40482018,0,-85.71496559,0,-50.85701564,0,0,0,-97.99426934,0,-9.347798177,-40.90704984,-100,-100,49.90736146,-77.42367691,-84.65408805,0,19.70515179,0,-17.79268029,0,TRUE
12486,14914,서울시,3,0,0,0,0,-100,-39.03909692,-24.962239,-81.89333333,-61.70502092,-27.31608044,267.4166667,0,-100,994.2105263,-100,-76.00129373,-94.38028169,-100,0,0,-100,-82.68358606,-100,-80.83097262,2.2,-39.5374686,-78.99739167,-72.79510022,-76.19457598,0,0,-89.15953307,TRUE
12487,14915,경기도,1,0,-30.24137931,0,-100,-100,-78.37910898,0,-100,-100,-66.86092417,-100,-86.20936281,-78.78787879,-100,-16,-72.67693544,0,-100,0,0,0,-52.4420571,-100,-100,0,-2.435940059,13.01709402,-71.11282844,-76.81560284,0.697247706,-33.81188119,-56.81483579,TRUE
12488,14916,서울시,2,-100,0,-100,0,0,-73.76333164,-29.68397291,0,0,-79.54354399,-100,0,0,0,0,-70.72727273,0,522.4431818,0,0,0,191.2903226,0,10.52631579,0,134.0849694,0,9182,5,380,0,276.6513761,TRUE
12489,14917,부산시,3,0,0,-100,0,-73.46952181,0,-65.45270099,0,-62.66923774,0,-75.1652791,0,-97.905381,0,-63.85587467,0,0,0,0,0,-20.07669471,236,-61.76762661,0,-26.73442085,-100,15.78774123,0,562.4303797,0,-15.0219896,195.75,TRUE
12490,14920,부산시,6,0,0,-97.42379182,0,-5.332,0,-94.58941168,0,18.78395801,0,418.3213836,0,143.480137,0,-76.07487923,0,-91.39660995,170.6666667,-100,0,-86.02050011,-30.52346986,-69.3593,0,-55.67089071,7.792455449,-75.05009164,0,-89.95535221,0,-73.8206278,-94.85294118,TRUE
12491,14921,경기도,3,0,-100,0,0,0,-10.94713034,0,-80.37037037,0,-32.54428083,0,22.35772358,-100,282.6666667,0,374.4444444,0,0,0,0,0,-31.48208469,0,159.7101449,0,-51.09523665,-100,-100,0,-98.46354167,0,5.304027376,TRUE
12492,14922,경상북도,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-100,0,-100,0,0,0,0,TRUE
12493,14924,부산시,0,0,0,-99.88470588,0,54.00284611,0,-100,0,-77.75818054,0,-44.63742495,0,-18.04902591,0,0,0,0,0,0,0,368.2241814,129.2219444,-100,0,-10.46676359,-63.63842897,-84.56586682,0,889.6467707,0,0,0,FALSE
12494,14925,서울시,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.7721519,0,0,0,-100,0,-40.4508129,0,FALSE
12495,14926,경상남도,0,0,0,0,0,-100,0,0,0,-100,0,-100,0,-100,0,0,0,0,0,0,0,0,-100,-100,0,0,-100,-100,0,0,0,0,0,TRUE
12496,14927,광주시,0,0,2.666666667,0,0,0,-45.35550149,-100,0,-9.73540856,-36.89109349,-69.40993789,-98.46666667,-65.64722617,-31.40311804,15.47348485,39.57885941,0,0,0,0,0,-64.58540942,-100,0,8.699719364,-16.78638661,-57.62383178,0,-67.73234201,-83.31242158,-98.54166667,-2.333962588,TRUE
12497,14929,경기도,1,0,573.630137,0,0,0,12.83761254,0,-91.86324786,0,442.081673,0,-85.65605807,0,129.6104869,-100,-49.17251429,0,-57.10160428,0,0,0,34.83665863,0,-100,0,9.439099849,-100,373.7373737,-100,-55.76058547,0,-43.85705333,FALSE
12498,14931,경기도,3,-100,0,0,0,-100,111.26,-100,0,-100,575.5253623,-100,0,-100,0,-100,-75.9375,-46.32516704,0,0,0,149.375,298.5254237,6.348148148,0,-35.66934971,268.0437284,10.45815369,0,18.90960287,0,-25.35815603,61.74242424,TRUE
12499,14932,충청남도,0,0,0,0,0,0,-100,0,0,0,-56.4931164,0,0,0,0,0,-14.6378932,0,0,0,0,0,35.11478421,0,0,0,25.09171655,0,0,0,-100,0,0,FALSE
12500,14934,부산시,0,0,0,0,0,0,0,0,0,0,0,80.79136691,0,-100,0,-100,0,0,0,0,0,0,0,-100,0,0,-100,0,0,-100,0,0,0,TRUE
12501,14935,인천시,0,0,-94.70622455,0,0,0,6.947585878,0,-25.1,-100,-28.44959284,0,-94.1618015,0,-75.84233577,0,-55.936,0,-79.86516854,0,0,0,-57.29114188,1260,20.41626331,0,-15.59178391,0,-23.86942675,-100,-7.185185185,0,-10.2316412,TRUE
12502,14936,경기도,3,-87.93103448,0,54.28571429,0,687.6470588,-43.04837364,-77.60572988,-100,-2.986926522,2781.139785,-45.84210526,0,148.6346154,0,0,0,-100,0,-100,0,-78.8590604,-100,-18.01426873,-100,-33.78484511,-88.77751714,-25.99770148,0,-25.57138125,0,1635.169492,0,TRUE
12503,14937,부산시,5,0,0,0,0,0,205.9569323,0,134.7692308,-100,3.808917104,0,145,0,83.66504854,0,-20.71790541,0,353.8575668,0,0,0,384.5933031,0,-2.411764706,0,82.98633154,0,85,0,-63.70980392,0,360.5151515,FALSE
12504,14939,서울시,1,0,0,-95.0950951,0,379.6621622,293.8857143,146.5570175,67.64705882,105.4870722,-22.24150769,578.2267995,0,7.185274356,-82.32323232,62.97638218,0,1881.573276,-100,-89.28215768,0,1564.505929,-69.81920124,67.99054374,-97.22897302,-4.348975691,-93.3770258,-36.99425018,3878.8,-85.16409266,0,-53.493137,-91.9001218,FALSE
12505,14940,부산시,3,-93.6196323,0,28.33333333,0,14.03267126,0,-76.42293754,0,23.7983045,0,-54.79552602,0,-60.29693667,0,-35.07111823,0,-80.69376314,-100,393.6245955,0,330.1891117,-100,140.1746324,0,-41.5782739,-100,24.58411491,0,-49.68079961,0,-0.222556515,-100,FALSE
12506,14941,서울시,6,-97.99076973,0,163.9138241,0,-99.96352979,0,-0.246901658,0,-12.2203557,0,107.5327249,0,-47.71241507,0,100.9127273,0,0,0,0,0,-88.86363636,0,94.75067545,0,-45.4145429,0,-6.159239744,0,32.85763699,0,-79.11166958,0,FALSE
12507,14943,인천시,0,0,-80.74592075,0,0,0,-14.18644068,-100,863.6666667,0,-22.85419229,0,-39.91502532,0,-21.05555556,0,-49.50778017,0,-78.46461187,0,0,0,-7.02910531,0,-66.23281787,0,-46.12487408,0,-63.0462566,0,82.06842105,0,47.19998467,FALSE
12508,14945,서울시,4,0,100.7228916,-100,0,-100,-38.53780858,0,70.33333333,-64.59816303,-46.81734696,-71.62840746,-83.57507505,-94.14498141,-12.95539033,-63.28971963,-40.89305649,0,337.2131148,-100,0,-100,-53.50379033,0,-43.8588451,36.9222097,-27.14772226,-60.49272116,-55.33869091,-100,289.5759717,0,-44.97943188,TRUE
12509,14946,경기도,4,0,0,0,0,0,0,0,0,4.869317437,70.16887476,-63.24527053,0,-36.37,0,8.886516711,0,0,0,-100,0,38.53119093,0,-61.64854111,0,-36.74078297,-100,233.1352163,0,-77.9137931,0,-78.63674563,0,FALSE
12510,14947,경기도,0,0,0,0,0,0,-94.73923935,0,0,0,-78.06210064,0,0,0,0,0,-97.02772964,0,0,0,0,0,2490,-100,0,0,45.74358974,0,0,0,0,0,0,TRUE
12511,14948,서울시,2,0,-36.19700748,0,0,0,52.54391748,0,0,0,-26.14638345,-100,-31.90795353,-100,8.652173913,0,18.74753275,0,221.2,0,0,0,-43.88976378,0,0,0,-53.66155227,0,-34.6629659,0,-72.14736842,0,-45.72286143,FALSE
12512,14949,경기도,0,0,463.5701275,0,0,0,23.13781321,0,-100,0,30.06164955,0,207.0967742,0,-56.74796748,0,-25.78921488,0,-82.54498715,0,0,0,71.71687166,0,3.793103448,0,-24.73967514,0,-80.97647059,0,-47.39393939,0,-19.44789082,FALSE
12513,14950,서울시,4,0,0,0,0,-69.96533134,0,-15.41102105,0,-27.43952938,0,85.18328907,-100,124.3037736,0,0,0,-33.65063291,0,0,0,39.90921288,0,11.64792899,0,-45.59672762,-1.166666667,-74.23698384,0,-58.55731464,0,-65,0,FALSE
12514,14951,인천시,6,0,-100,0,0,0,-56.94439893,0,-98.05839416,0,-58.07093201,0,-100,0,-91.27582814,0,-43.31556428,0,-100,0,-100,0,-30.55722229,0,0,0,35.81445698,0,-71.11213235,0,13.23848939,0,-27.14680812,TRUE
12515,14952,대구시,3,0,0,0,0,0,0,0,0,725.2631579,0,-100,0,0,0,-60.89068826,0,0,0,0,0,0,0,0,0,1842.5,0,-39.23046092,0,-18.33333333,0,127.5972222,0,TRUE
12516,14953,서울시,0,-100,0,0,0,0,-69.063811,0,0,-75.55329949,-58.65852616,0,-65.1758794,0,0,110,-83.67088608,0,0,0,0,0,-43.99042116,0,0,27.01357466,-32.93400178,0,926.6666667,0,-73.86666667,-100,0,FALSE
12517,14954,부산시,0,0,0,0,0,-70.82086362,974.3397478,0,178.5714286,-17.28632479,149.344295,0,144.0540541,0,0,-55.12820513,1017.9,0,0,0,0,-93.87820003,46.17714007,0,-100,-70.69551367,1.185958329,375.3,91.88704663,0,62.10526316,-100,178.4720327,FALSE
12518,14955,전라북도,0,0,0,0,0,0,-28.98393652,0,-100,-100,-78.35312674,0,60.53333333,-100,115.959596,0,77.07920792,0,48.53125,0,0,0,-78.28765401,0,0,0,-56.97613601,0,-100,0,-100,0,-18.22695035,TRUE
12519,14956,서울시,4,0,0,0,0,0,284.8891235,-52.56588504,0,2125.822785,11.45642151,11.03600283,0,-54.96284231,0,-54.27083333,-77.27318612,-100,0,0,0,-88.66906475,161.2830866,-77.21283522,0,296.8205805,-15.3177763,5.246271292,0,-37.46784363,-12.06030151,-79.79865772,-37.85714286,FALSE
12520,14957,경기도,4,0,0,0,0,-100,7173,0,0,-100,-48.52222014,0,0,0,-100,0,0,0,0,0,0,-100,-100,0,0,0,-99.47867534,0,0,0,0,0,0,TRUE
12521,14958,서울시,3,-0.890566038,0,15.82002903,0,174.4727723,0,0,0,56.55300421,0,33.84030418,0,-22.47361478,0,-23.55789474,0,264.875,0,0,0,-33.71163973,0,0,0,-17.73086683,0,-96.42958345,0,-26.82462198,0,275.9784076,0,FALSE
12522,14959,부산시,0,0,0,0,0,0,-22.19182365,0,-75.26666667,-31.4,-31.08083205,0,-88.83853642,0,15.15492958,0,-31.56318083,0,-100,0,0,0,-36.56300268,0,-82.62773723,254.8461538,-11.38304089,0,-41.25628141,0,-42.8173516,0,-46.14359532,TRUE
12523,14961,서울시,6,0,0,0,0,7.692307692,0,0,0,-6.958643759,0,0,159.6453901,0,-100,-52.23958333,-100,-60.96153846,0,0,0,-58.18310357,-46.22727273,0,0,-77.05506115,-90.28920762,0,-63.60632933,0,-100,-30.56149733,0,TRUE
12524,14962,경기도,4,0,0,0,0,0,-76.79424379,0,19.0966123,0,-61.24913125,0,-27.64298893,0,11.65739711,0,37.02162478,0,-100,0,0,0,5.052440068,0,84.62712452,0,-3.273370049,0,18.125,0,-45.51821284,0,-0.900772798,FALSE
12525,14963,강원도,0,0,0,0,0,0,-100,0,0,-100,-63.86060519,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,-63.96294132,0,0,0,0,0,0,TRUE
12526,14964,경기도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
12527,14965,서울시,3,0,0,0,0,0,-100,0,0,0,-100,32.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.12903226,0,-100,0,67.20647773,0,0,0,FALSE
12528,14966,서울시,2,-97.27440864,-100,0,0,303.2039848,-58.28785199,-28.82146685,-90.6472828,-39.96005485,-76.55143795,-31.21889387,-78.29923968,-35.512425,-87.20736674,142.5631399,19.93286922,-6.523178808,-100,-100,0,319.5575943,-83.38962036,70.5250091,-97.97219003,-16.41759796,-91.5904167,-92.51870284,-95.30751224,-87.4998532,-76.44562858,53.7943555,-79.36801961,TRUE
12529,14967,서울시,5,0,0,0,0,0,0,0,0,-13.17431193,0,0,0,0,0,-93.67741935,14.60176991,0,0,0,0,0,0,0,0,0,0,-12.4120603,-100,0,0,29.70027248,0,FALSE
12530,14969,대전시,0,0,0,0,0,0,-86.97064335,0,0,0,-100,0,0,0,-100,0,-59.87854251,0,0,0,0,0,-57.44186047,0,0,0,-87.28989417,0,0,0,0,0,0,TRUE
12531,14971,경기도,1,185.9868421,0,25.20164143,0,-54.76829712,0,1410.402564,0,-29.2520561,0,1.589823545,0,1.000414036,0,-71.18975931,0,-52.28755337,0,-99.06746977,0,-39.82117113,0,-23.31540698,0,-60.23366602,0,-57.67214145,0,-64.60187243,0,-85.61418716,0,TRUE
12532,14972,충청남도,6,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
